공동활용가능여부,AI교육여부,AI교육분류,콘텐츠명,참여대상,활용예시,학문분류,주제,차시,총시간(분),제작부서,제작연도,공동활용 불가사유,저작권 보유여부
예,X,해당없음,퍼스널브랜드:나만할수있는이야기를쌓자,학부생,비교과,교양,퍼스널브랜드/개인정체성/자기계발/지역성,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,심장이뛰면뇌는잠들지않는다,학부생,비교과,교양,한계극복/인생로드맵/생명의가치/인생의로드맵,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,지속가능한미래를여는지역환경전문가,학부생,비교과,융복합,지속가능성/환경전문가/개인성장/사회공헌,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,지식재산권기반의경영사례,학부생,비교과,사회과학,지식재산권/경영사례/장생도라지/브랜드,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,지역기반스토리텔링크리에이터길찾기(웹툰콘텐츠를중심으로),학부생,비교과,인문학,스토리텔링/웹툰/지역콘텐츠/크리에이터,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,지방의한계를보란듯이이겨낸진주IT기업,학부생,비교과,교양,지방정착/꿈실현/자기계발/진로설계,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,문학을통한다양한진로와행복한미래,학부생,비교과,인문학,문학/진로탐색/인문학/미래설계,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,지역에서국가공인전문가로살기,학부생,비교과,교양,전문가/지역성장/경력개발/역할,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,행복한삶을위한청년성장로드맵,학부생,비교과,교육학,청년성장/진로탐색/직업교육/경남울산,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,규제샌드박스제도를활용한혁신스타트업창업과정,학부생,비교과,융복합,규제샌드박스/스타트업/신시장개척/플랫폼,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,청년예술가와로컬크리에이터,학부생,비교과,융복합,청년예술가/로컬크리에이터/창의산업/지역문화,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,나를알아야콘텐츠를만든다,학부생,비교과,융복합,개인브랜딩/로컬크리에이터/창업/융복합,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,패션·인테리어디자이너의길,학부생,비교과,예술·체육,패션/인테리어/디자이너/다분야,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,지역자원을활용한산림레포츠의새로운패러다임,학부생,비교과,농림수산,산림레포츠/산림자원/지역일자리/임업,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,"드론으로여는미래,지역에서나만의길을찾다",학부생,비교과,공학,드론/미래기술/지역산업/진로탐색,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,로컬의재발견,학부생,비교과,교양,로컬/지역활용/기회/인식변화,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,내일을만드는N잡러의길,학부생,비교과,교양,N잡러/지속가능성/직업적응/삶의방향,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,경남에서콘텐츠로날다,학부생,비교과,융복합,콘텐츠사업/창업/기업소개/경남,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,지역기반도시재생과청년의역할,학부생,비교과,사회과학,도시재생/지방소멸/로컬콘텐츠/청년인재,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,글로벌투자전문가(IB:investmentbanker)되기!,학부생,비교과,사회과학,투자은행/국제금융/재무관리/투자전문가,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,"로컬창업과지속가능성,새로운길을열다",학부생,비교과,융복합,로컬창업/지속가능성/기후위기/인생설계,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,K-Food하동에서탄생하다,학부생,비교과,융복합,K-Food/로컬기업/식품산업/하동,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,"찐문과생,어린이코딩교육회사대표가되다",학부생,비교과,융복합,코딩교육/스타트업/창업/융합인재,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,지역을변화시키는문화브랜딩의힘,학부생,비교과,인문학,문화브랜딩/로컬크리에이터/문화콘텐츠/지역재생,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,책과진주에서길을찾다,학부생,비교과,인문학,진주/지역탐방/현실적용/독서,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,로컬크리에이더로살아가는방법,학부생,비교과,융복합,로컬크리에이터/콘텐츠기획/브랜드구축/수익화,5 ,50 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,해당없음,예
예,X,해당없음,세상을연결하는진로,학부생,"비교과, 정규수업",교양,진로/진로발달/진로상담/진로교육/직업/직업상담,39 ,1184 ,울산·경남대학원격교육지원센터,2020 ,해당없음,예
예,X,해당없음,직업윤리,학부생,"비교과, 정규수업",교양,직업/직업윤리/기업윤리,26 ,729 ,울산·경남대학원격교육지원센터,2020 ,해당없음,예
예,X,해당없음,재미있게이해하는글로벌핫이슈,학부생,"비교과, 정규수업",사회과학,글로벌이슈/위협요인분석/대응방안/국제정세/미래전망,90 ,1386 ,울산·경남대학원격교육지원센터,2021 ,해당없음,예
예,X,해당없음,요리에담긴중국정치와외교,학부생,"비교과, 정규수업",사회과학,중국정치/외교관계/한중관계/정치경제/문화이해,84 ,848 ,울산·경남대학원격교육지원센터,2021 ,해당없음,예
예,X,해당없음,지속가능발전목표(SDGs)의이해와실천,학부생,"비교과, 정규수업",교양,지속가능발전/SDGs/글로벌마인드/청년역할/국제협력,30 ,435 ,울산·경남대학원격교육지원센터,2021 ,해당없음,예
예,O,AI기본개념,인문·사회계열학생을위한GAS활용,학부생,"비교과, 정규수업",정보기술,GAS활용/코딩기초/디지털리터러시/인문사회기술융합/구글스크립트,75 ,819 ,울산·경남대학원격교육지원센터,2021 ,해당없음,예
예,O,피지컬AI,3차원모델링의기초및심화,학부생,"비교과, 정규수업",공학,3D모델링/인벤터/카티아/디지털트윈/4차산업혁명,52 ,746 ,울산·경남대학원격교육지원센터,2021 ,해당없음,예
예,X,해당없음,사회복지학개론,학부생,"비교과, 정규수업",사회과학,사회복지/사회변화/복지정책/사회문제대응/복지행정,52 ,723 ,울산·경남대학원격교육지원센터,2021 ,해당없음,예
예,O,피지컬AI,4차산업혁명(협동로봇운용),학부생,"비교과, 정규수업",공학,협동로봇/로봇운용/인간로봇협업/산업적응력/미래노동,21 ,284 ,울산·경남대학원격교육지원센터,2021 ,해당없음,예
예,O,디지털(생성형) AI,4차산업혁명(빅데이터분석),학부생,"비교과, 정규수업",정보기술,빅데이터/데이터분석/데이터시각화/정형데이터/비정형데이터,16 ,215 ,울산·경남대학원격교육지원센터,2021 ,해당없음,예
예,X,해당없음,학습·심리결손회복프로젝트,학부생,"비교과, 정규수업",교육학,학습결손/심리지원/교육보완/코로나19/정서적지원,51 ,458 ,울산·경남대학원격교육지원센터,2021 ,해당없음,예
예,O,AI기본개념,딥러닝시스템개발을위한예측과분류알고리즘이해,학부생,"비교과, 정규수업",정보기술,딥러닝/예측알고리즘/분류알고리즘/AI개발/머신러닝,43 ,544 ,울산·경남대학원격교육지원센터,2022 ,해당없음,예
예,X,해당없음,영상콘텐츠제작의이론과실제,학부생,"비교과, 정규수업",예술·체육,영상제작/콘텐츠이론/미디어제작/디지털미디어/크리에이티브,45 ,450 ,울산·경남대학원격교육지원센터,2022 ,해당없음,예
예,X,해당없음,기본간호학실습,학부생,"비교과, 정규수업",의약학,기본간호/간호실습/NCS기초능력/의료기술/직업능력,61 ,610 ,울산·경남대학원격교육지원센터,2022 ,해당없음,예
예,X,해당없음,미용의기초(FoundationofBeauty),학부생,"비교과, 정규수업",교육학,미용기초/산업실무/전문지식/미용이론/실무능력,44 ,556 ,울산·경남대학원격교육지원센터,2022 ,해당없음,예
예,X,해당없음,역량중심채용과NCS직업기초능력,학부생,"비교과, 정규수업",교육학,NCS채용/직업기초능력/역량중심/취업준비/직업능력개발,47 ,514 ,울산·경남대학원격교육지원센터,2022 ,해당없음,예
